blast_file,break_type,locus_tag,subject_start,subject_end,break_position
GCA_019166725_1.blastn.txt,end,PA0041,1993,2242,2242
GCA_019167725_1.blastn.txt,end,PA0041,1993,2242,2242
GCA_013620125_1.blastn.txt,end,PA0041,2006,2255,2255
GCA_013115485_1.blastn.txt,beg,PA0041,2256,2007,2256
GCA_039570865_1.blastn.txt,beg,PA0041,2268,2019,2268
GCA_036599025_1.blastn.txt,end,PA0041,2642,2268,2268
GCA_000950725_1.blastn.txt,beg,PA0041,2269,2020,2269
GCA_025104815_1.blastn.txt,end,PA0041,2021,2270,2270
GCA_002189115_1.blastn.txt,end,PA0041,2029,2278,2278
GCA_018423545_1.blastn.txt,end,PA0041,2035,2284,2284
GCA_019781145_1.blastn.txt,end,PA0041,2035,2284,2284
GCA_035727575_1.blastn.txt,end,PA0041,2035,2284,2284
GCA_022341105_1.blastn.txt,beg,PA0041,2320,2071,2320
GCA_015736465_1.blastn.txt,end,PA0041,2071,2320,2320
GCA_016009715_1.blastn.txt,beg,PA0041,2333,2084,2333
GCA_963429955_1.blastn.txt,beg,PA0041,2336,2088,2336
GCA_030540985_1.blastn.txt,beg,PA0041,2344,2095,2344
GCA_020406475_1.blastn.txt,end,PA0041,2095,2344,2344
GCA_015765385_1.blastn.txt,end,PA0041,2121,2370,2370
GCA_036599025_1.blastn.txt,beg,PA0041,2378,2129,2378
GCA_026913035_1.blastn.txt,end,PA0041,2686,2437,2437
GCA_002189115_1.blastn.txt,beg,PA0041,2438,2687,2438
GCA_036599025_1.blastn.txt,beg,PA0041,2532,2781,2532
GCA_031824655_1.blastn.txt,end,PA0041,2874,2559,2559
GCA_031824655_1.blastn.txt,end,PA0041,2873,2560,2560
GCA_036236935_1.blastn.txt,beg,PA0041,2576,2951,2576
GCA_036236935_1.blastn.txt,beg,PA0041,2576,2973,2576
GCA_001449725_1.blastn.txt,end,PA0041,2390,2639,2639
GCA_036599025_1.blastn.txt,beg,PA0041,2642,2268,2642
GCA_028937265_3.blastn.txt,end,PA0041,2397,2646,2646
GCA_036236935_1.blastn.txt,beg,PA0041,2652,2158,2652
GCA_001449725_1.blastn.txt,end,PA0041,2216,2690,2690
GCA_963433075_1.blastn.txt,end,PA0041,2453,2702,2702
GCA_031849395_1.blastn.txt,beg,PA0041,2703,2454,2703
GCA_963437285_1.blastn.txt,beg,PA0041,2704,2953,2704
GCA_001453615_1.blastn.txt,beg,PA0041,2767,2518,2767
GCA_003974685_1.blastn.txt,beg,PA0041,2813,2564,2813
GCA_028937265_3.blastn.txt,end,PA0041,2565,2814,2814
GCA_031824655_1.blastn.txt,beg,PA0041,2873,2560,2873
GCA_031824655_1.blastn.txt,beg,PA0041,2874,2559,2874
GCA_021680435_1.blastn.txt,beg,PA0041,2875,3124,2875
GCA_034810865_1.blastn.txt,end,PA0041,3172,2923,2923
GCA_036236935_1.blastn.txt,end,PA0041,2576,2951,2951
GCA_036236935_1.blastn.txt,end,PA0041,2576,2973,2973
GCA_003974905_1.blastn.txt,beg,PA0041,2976,3225,2976
GCA_020406475_1.blastn.txt,end,PA0041,3235,2986,2986
GCA_002189115_1.blastn.txt,end,PA0041,2746,2995,2995
GCA_002189115_1.blastn.txt,end,PA0041,2746,2995,2995
GCA_023933665_1.blastn.txt,end,PA0041,2910,3159,3159
GCA_020406475_1.blastn.txt,end,PA0041,3485,3193,3193
GCA_963452735_1.blastn.txt,end,PA0041,2994,3243,3243
GCA_020406475_1.blastn.txt,beg,PA0041,3485,3193,3485
GCA_963452735_1.blastn.txt,beg,PA0041,4323,4074,4323
GCA_016009715_1.blastn.txt,beg,PA0041,4424,4175,4424
GCA_963444105_1.blastn.txt,beg,PA0041,4426,4177,4426
GCA_018423545_1.blastn.txt,beg,PA0041,4430,4679,4430
GCA_018423545_1.blastn.txt,beg,PA0041,4430,4801,4430
GCA_034810865_1.blastn.txt,end,PA0041,4225,4474,4474
GCA_034810865_1.blastn.txt,beg,PA0041,4497,4746,4497
GCA_002189115_1.blastn.txt,beg,PA0041,4553,4802,4553
GCA_002189115_1.blastn.txt,end,PA0041,4802,4553,4553
GCA_018423545_1.blastn.txt,beg,PA0041,4556,4307,4556
GCA_963428675_1.blastn.txt,beg,PA0041,4609,4858,4609
GCA_036664635_1.blastn.txt,beg,PA0041,4629,4878,4629
GCA_963437285_1.blastn.txt,end,PA0041,4380,4629,4629
GCA_020406475_1.blastn.txt,end,PA0041,5051,4729,4729
GCA_036236935_1.blastn.txt,end,PA0041,4512,4761,4761
GCA_018423545_1.blastn.txt,end,PA0041,4430,4801,4801
GCA_020406475_1.blastn.txt,end,PA0041,4556,4805,4805
GCA_018423545_1.blastn.txt,end,PA0041,5101,4847,4847
GCA_031824655_1.blastn.txt,beg,PA0041,4903,5231,4903
GCA_963433775_1.blastn.txt,beg,PA0041,4953,5202,4953
GCA_018423545_1.blastn.txt,beg,PA0041,5036,5383,5036
GCA_020406475_1.blastn.txt,beg,PA0041,5051,4729,5051
GCA_018423545_1.blastn.txt,beg,PA0041,5101,4847,5101
GCA_034810865_1.blastn.txt,end,PA0041,4869,5118,5118
GCA_028937265_3.blastn.txt,end,PA0041,5368,5119,5119
GCA_000950725_1.blastn.txt,beg,PA0041,5139,4890,5139
GCA_037001005_1.blastn.txt,beg,PA0041,5185,4936,5185
GCA_003974905_1.blastn.txt,end,PA0041,5435,5186,5186
GCA_016009715_1.blastn.txt,end,PA0041,4979,5228,5228
GCA_031849395_1.blastn.txt,end,PA0041,4981,5230,5230
GCA_031824655_1.blastn.txt,end,PA0041,4903,5231,5231
GCA_004372495_1.blastn.txt,beg,PA0041,5245,5494,5245
GCA_021680435_1.blastn.txt,end,PA0041,5000,5246,5246
GCA_963450005_1.blastn.txt,beg,PA0041,5248,5497,5248
GCA_040064175_1.blastn.txt,beg,PA0041,5251,5500,5251
GCA_000950725_1.blastn.txt,end,PA0041,5506,5257,5257
GCA_035727575_1.blastn.txt,end,PA0041,5621,5372,5372
GCA_035727575_1.blastn.txt,end,PA0041,5626,5372,5372
GCA_018423545_1.blastn.txt,end,PA0041,5036,5383,5383
GCA_001449725_1.blastn.txt,beg,PA0041,5450,5699,5450
GCA_029605155_1.blastn.txt,end,PA0041,5730,5499,5499
GCA_035727575_1.blastn.txt,end,PA0041,5755,5501,5501
GCA_031488955_2.blastn.txt,end,PA0041,5752,5503,5503
GCA_026913035_1.blastn.txt,end,PA0041,5768,5519,5519
GCA_026913035_1.blastn.txt,beg,PA0041,5595,5346,5595
GCA_004350385_1.blastn.txt,beg,PA0041,5603,5852,5603
GCA_004350385_1.blastn.txt,end,PA0041,5866,5617,5617
GCA_035727575_1.blastn.txt,beg,PA0041,5626,5372,5626
GCA_016009715_1.blastn.txt,beg,PA0041,5648,5897,5648
GCA_029605155_1.blastn.txt,beg,PA0041,5730,5499,5730
GCA_018423545_1.blastn.txt,beg,PA0041,5746,5882,5746
GCA_015765385_1.blastn.txt,beg,PA0041,5753,5882,5753
GCA_019781145_1.blastn.txt,beg,PA0041,5753,5882,5753
GCA_022341105_1.blastn.txt,end,PA0041,5882,5753,5753
GCA_035727575_1.blastn.txt,beg,PA0041,5755,5501,5755
GCA_963433735_1.blastn.txt,beg,PA0041,5775,5882,5775
GCA_963433075_1.blastn.txt,end,PA0041,5882,5775,5775
GCA_015736465_1.blastn.txt,beg,PA0041,5802,5553,5802
GCA_025123755_1.blastn.txt,beg,PA0041,5802,5553,5802
GCA_003935835_1.blastn.txt,beg,PA0041,5803,5882,5803
GCA_019166725_1.blastn.txt,beg,PA0041,5803,5882,5803
GCA_019167725_1.blastn.txt,beg,PA0041,5803,5882,5803
GCA_963451295_1.blastn.txt,beg,PA0041,5803,5882,5803
GCA_030540985_1.blastn.txt,end,PA0041,5882,5803,5803
GCA_031849395_1.blastn.txt,end,PA0041,6052,5803,5803
GCA_025104815_1.blastn.txt,end,PA0041,6055,5806,5806
GCA_038594085_1.blastn.txt,end,PA0041,6108,5859,5859
GCA_023909265_1.blastn.txt,beg,PA0041,5877,5628,5877
GCA_025235705_1.blastn.txt,beg,PA0041,5877,5629,5877
GCA_036236935_1.blastn.txt,beg,PA0041,5877,5629,5877
GCA_031824655_1.blastn.txt,end,PA0041,5629,5877,5877
GCA_031824655_1.blastn.txt,beg,PA0041,5878,6127,5878
GCA_003935835_1.blastn.txt,beg,PA0041,5879,5630,5879
GCA_015765385_1.blastn.txt,beg,PA0041,5879,5630,5879
GCA_023933665_1.blastn.txt,beg,PA0041,5879,5630,5879
GCA_031824055_1.blastn.txt,beg,PA0041,5879,5630,5879
GCA_037001005_1.blastn.txt,beg,PA0041,5879,5630,5879
GCA_038594085_1.blastn.txt,beg,PA0041,5879,5630,5879
GCA_019166725_1.blastn.txt,end,PA0041,5630,5879,5879
GCA_019167725_1.blastn.txt,end,PA0041,5630,5879,5879
GCA_030540985_1.blastn.txt,end,PA0041,5630,5879,5879
GCA_031849395_1.blastn.txt,end,PA0041,5630,5879,5879
GCA_036599025_1.blastn.txt,end,PA0041,5630,5879,5879
GCA_036664635_1.blastn.txt,end,PA0041,5630,5879,5879
GCA_040064175_1.blastn.txt,end,PA0041,5630,5879,5879
GCA_963449685_1.blastn.txt,end,PA0041,5630,5879,5879
GCA_963450005_1.blastn.txt,end,PA0041,5630,5879,5879
GCA_016337725_1.blastn.txt,beg,PA0041,5881,6129,5881
GCA_029605155_1.blastn.txt,beg,PA0041,5881,6129,5881
GCA_963443145_1.blastn.txt,beg,PA0041,5881,6129,5881
GCA_963444105_1.blastn.txt,beg,PA0041,5881,6129,5881
GCA_963449685_1.blastn.txt,beg,PA0041,5881,6129,5881
GCA_963450005_1.blastn.txt,beg,PA0041,5881,6129,5881
GCA_031824055_1.blastn.txt,end,PA0041,6129,5881,5881
GCA_040064175_1.blastn.txt,end,PA0041,6129,5881,5881
GCA_963437285_1.blastn.txt,end,PA0041,6129,5881,5881
GCA_025104815_1.blastn.txt,beg,PA0041,5882,5633,5882
GCA_013620125_1.blastn.txt,end,PA0041,5635,5884,5884
GCA_004350385_1.blastn.txt,beg,PA0041,5891,5642,5891
GCA_963454075_1.blastn.txt,beg,PA0041,5902,6151,5902
GCA_963452735_1.blastn.txt,end,PA0041,6151,5902,5902
GCA_963428675_1.blastn.txt,end,PA0041,5942,6191,6191
GCA_000481065_1.blastn.txt,beg,PA0041,6494,6245,6494
GCA_000481065_1.blastn.txt,end,PA0041,6245,6494,6494
GCA_963433775_1.blastn.txt,end,PA0041,6376,6625,6625
GCA_001449725_1.blastn.txt,end,PA0041,7499,7250,7250
GCA_029605155_1.blastn.txt,end,PA0041,7250,7329,7329
GCA_040064175_1.blastn.txt,end,PA0041,7250,7329,7329
GCA_963444105_1.blastn.txt,end,PA0041,7250,7329,7329
GCA_040064175_1.blastn.txt,beg,PA0041,7330,7081,7330
GCA_029605155_1.blastn.txt,end,PA0041,7081,7330,7330
GCA_963444105_1.blastn.txt,end,PA0041,7081,7330,7330
GCA_036599025_1.blastn.txt,beg,PA0041,7331,7580,7331
GCA_040064175_1.blastn.txt,beg,PA0041,7331,7580,7331
GCA_029605155_1.blastn.txt,end,PA0041,7580,7331,7331
GCA_015765385_1.blastn.txt,end,PA0041,7127,7376,7376
GCA_963433075_1.blastn.txt,end,PA0041,7250,7376,7376
GCA_031824055_1.blastn.txt,beg,PA0041,7402,7153,7402
GCA_021681715_1.blastn.txt,end,PA0041,7174,7423,7423
GCA_021681715_1.blastn.txt,end,PA0041,7249,7423,7423
GCA_963452735_1.blastn.txt,end,PA0041,7249,7423,7423
GCA_963452735_1.blastn.txt,beg,PA0041,7424,7175,7424
GCA_031824055_1.blastn.txt,beg,PA0041,7434,7249,7434
GCA_036599025_1.blastn.txt,end,PA0041,7192,7441,7441
GCA_036599025_1.blastn.txt,end,PA0041,7250,7441,7441
GCA_036315885_1.blastn.txt,end,PA0041,7249,7450,7450
GCA_019781145_1.blastn.txt,beg,PA0041,7457,7250,7457
GCA_001449725_1.blastn.txt,end,PA0041,7239,7488,7488
GCA_001449725_1.blastn.txt,end,PA0041,7250,7488,7488
GCA_015765385_1.blastn.txt,beg,PA0041,7555,7306,7555
GCA_021681715_1.blastn.txt,beg,PA0041,7555,7804,7555
GCA_021681715_1.blastn.txt,end,PA0041,7804,7555,7555
GCA_019781145_1.blastn.txt,beg,PA0041,7609,7858,7609
GCA_038594085_1.blastn.txt,beg,PA0041,7609,7858,7609
GCA_038594085_1.blastn.txt,beg,PA0041,7629,7380,7629
GCA_038594085_1.blastn.txt,beg,PA0041,7629,7380,7629
GCA_031824055_1.blastn.txt,beg,PA0041,7705,7954,7705
GCA_019781145_1.blastn.txt,beg,PA0041,7735,7486,7735
GCA_036315885_1.blastn.txt,beg,PA0041,7883,8060,7883
GCA_963433075_1.blastn.txt,beg,PA0041,7883,7634,7883
GCA_963452735_1.blastn.txt,beg,PA0041,7883,8060,7883
GCA_963452735_1.blastn.txt,beg,PA0041,7884,8129,7884
GCA_036315885_1.blastn.txt,end,PA0041,8129,7884,7884
GCA_015765385_1.blastn.txt,beg,PA0041,7934,8060,7934
GCA_963444105_1.blastn.txt,end,PA0041,8202,7953,7953
GCA_963428675_1.blastn.txt,beg,PA0041,8026,8060,8026
GCA_963433775_1.blastn.txt,beg,PA0041,8026,8060,8026
GCA_963433075_1.blastn.txt,end,PA0041,8310,8061,8061
GCA_001449725_1.blastn.txt,beg,PA0041,8078,8327,8078
GCA_015765385_1.blastn.txt,end,PA0041,8549,8300,8300
GCA_038594085_1.blastn.txt,end,PA0041,8118,8367,8367
GCA_040064175_1.blastn.txt,end,PA0041,8118,8367,8367
GCA_031824055_1.blastn.txt,end,PA0041,8126,8375,8375
GCA_963428675_1.blastn.txt,beg,PA0041,8376,8625,8376
GCA_963433775_1.blastn.txt,beg,PA0041,8376,8625,8376
GCA_031824055_1.blastn.txt,beg,PA0041,8377,8625,8377
GCA_963428675_1.blastn.txt,beg,PA0041,8377,8625,8377
GCA_963433775_1.blastn.txt,beg,PA0041,8377,8625,8377
GCA_031824055_1.blastn.txt,beg,PA0041,8388,8630,8388
GCA_963451295_1.blastn.txt,beg,PA0041,8409,8160,8409
GCA_015765385_1.blastn.txt,end,PA0041,8177,8426,8426
GCA_029605155_1.blastn.txt,beg,PA0041,8492,8243,8492
GCA_036599025_1.blastn.txt,end,PA0041,8243,8492,8492
GCA_019166725_1.blastn.txt,end,PA0041,8321,8561,8561
GCA_015765385_1.blastn.txt,end,PA0041,8825,8576,8576
GCA_003974685_1.blastn.txt,beg,PA0041,8591,8796,8591
GCA_003974685_1.blastn.txt,end,PA0041,8796,8591,8591
GCA_019167725_1.blastn.txt,end,PA0041,8789,8596,8596
GCA_019781145_1.blastn.txt,beg,PA0041,8702,8796,8702
GCA_019781145_1.blastn.txt,beg,PA0041,8702,8796,8702
GCA_004372205_1.blastn.txt,end,PA0041,8789,8728,8728
GCA_016009715_1.blastn.txt,beg,PA0041,8789,8709,8789
GCA_003974685_1.blastn.txt,beg,PA0041,8796,8624,8796
GCA_963444105_1.blastn.txt,beg,PA0041,8796,8607,8796
GCA_003974685_1.blastn.txt,end,PA0041,8624,8796,8796
GCA_016009715_1.blastn.txt,end,PA0041,8709,8796,8796
GCA_019781145_1.blastn.txt,end,PA0041,8579,8796,8796
GCA_963429955_1.blastn.txt,beg,PA0041,10575,10608,10575
GCA_963451295_1.blastn.txt,beg,PA0041,10575,10608,10575
GCA_016338985_1.blastn.txt,beg,PA2402,1338,1089,1338
GCA_963438465_1.blastn.txt,beg,PA2402,1338,1089,1338
GCA_963447035_1.blastn.txt,beg,PA2402,1338,1089,1338
GCA_963433075_1.blastn.txt,end,PA2402,1089,1338,1338
GCA_963451295_1.blastn.txt,end,PA2402,1089,1338,1338
GCA_025123755_1.blastn.txt,beg,PA2402,1339,1694,1339
GCA_016338985_1.blastn.txt,end,PA2402,1588,1339,1339
GCA_025104815_1.blastn.txt,end,PA2402,1166,1415,1415
GCA_025123615_1.blastn.txt,end,PA2402,1166,1415,1415
GCA_025123755_1.blastn.txt,end,PA2402,1166,1415,1415
GCA_025235705_1.blastn.txt,beg,PA2402,1474,1723,1474
GCA_963433075_1.blastn.txt,end,PA2402,1728,1482,1482
GCA_038594085_1.blastn.txt,beg,PA2402,1483,1732,1483
GCA_038594085_1.blastn.txt,beg,PA2402,1503,1254,1503
GCA_963443145_1.blastn.txt,beg,PA2402,1512,1263,1512
GCA_963433735_1.blastn.txt,end,PA2402,1263,1512,1512
GCA_029605155_1.blastn.txt,beg,PA2402,1520,1272,1520
GCA_963454075_1.blastn.txt,beg,PA2402,1520,1272,1520
GCA_029605155_1.blastn.txt,beg,PA2402,1521,1467,1521
GCA_963454075_1.blastn.txt,beg,PA2402,1521,1336,1521
GCA_029605155_1.blastn.txt,end,PA2402,1781,1522,1522
GCA_021681715_1.blastn.txt,end,PA2402,1295,1544,1544
GCA_021681715_1.blastn.txt,end,PA2402,1467,1544,1544
GCA_001037195_1.blastn.txt,beg,PA2402,1546,1827,1546
GCA_025235705_1.blastn.txt,beg,PA2402,1550,1467,1550
GCA_025235705_1.blastn.txt,end,PA2402,1301,1550,1550
GCA_001037195_1.blastn.txt,end,PA2402,1312,1561,1561
GCA_001037195_1.blastn.txt,beg,PA2402,1565,1467,1565
GCA_023074245_1.blastn.txt,end,PA2402,2066,1573,1573
GCA_025106445_1.blastn.txt,end,PA2402,1822,1573,1573
GCA_001453615_1.blastn.txt,end,PA2402,1829,1578,1578
GCA_016009715_1.blastn.txt,beg,PA2402,1586,1835,1586
GCA_001453615_1.blastn.txt,beg,PA2402,1591,1840,1591
GCA_001453615_1.blastn.txt,beg,PA2402,1591,1840,1591
GCA_016009715_1.blastn.txt,end,PA2402,1474,1638,1638
GCA_025106445_1.blastn.txt,beg,PA2402,1649,1400,1649
GCA_025106445_1.blastn.txt,beg,PA2402,1649,1467,1649
GCA_963429955_1.blastn.txt,beg,PA2402,1656,1408,1656
GCA_963429955_1.blastn.txt,end,PA2402,1408,1657,1657
GCA_029397895_1.blastn.txt,end,PA2402,1427,1676,1676
GCA_015737885_1.blastn.txt,beg,PA2402,1678,1927,1678
GCA_002312095_1.blastn.txt,end,PA2402,1927,1678,1678
GCA_004370515_1.blastn.txt,end,PA2402,1927,1678,1678
GCA_023074245_1.blastn.txt,beg,PA2402,1683,1434,1683
GCA_023074245_1.blastn.txt,beg,PA2402,1683,1467,1683
GCA_025123755_1.blastn.txt,end,PA2402,1339,1694,1694
GCA_013115485_1.blastn.txt,end,PA2402,2181,1695,1695
GCA_028568195_1.blastn.txt,end,PA2402,2002,1703,1703
GCA_963433735_1.blastn.txt,beg,PA2402,1714,1962,1714
GCA_029397895_1.blastn.txt,beg,PA2402,1717,1966,1717
GCA_039570865_1.blastn.txt,beg,PA2402,1717,2193,1717
GCA_019166725_1.blastn.txt,end,PA2402,1996,1747,1747
GCA_019167725_1.blastn.txt,end,PA2402,1996,1747,1747
GCA_003935835_1.blastn.txt,end,PA2402,1505,1754,1754
GCA_029605155_1.blastn.txt,beg,PA2402,1781,1522,1781
GCA_963444575_1.blastn.txt,end,PA2402,1533,1782,1782
GCA_039570865_1.blastn.txt,beg,PA2402,1788,1539,1788
GCA_028568195_1.blastn.txt,beg,PA2402,1804,1555,1804
GCA_028568275_1.blastn.txt,beg,PA2402,1804,1555,1804
GCA_015737885_1.blastn.txt,end,PA2402,1555,1804,1804
GCA_001037195_1.blastn.txt,end,PA2402,2243,1808,1808
GCA_001453615_1.blastn.txt,end,PA2402,1567,1816,1816
GCA_001453615_1.blastn.txt,end,PA2402,1567,1816,1816
GCA_001037195_1.blastn.txt,end,PA2402,1546,1827,1827
GCA_001453615_1.blastn.txt,beg,PA2402,1829,1578,1829
GCA_963454075_1.blastn.txt,beg,PA2402,1875,2124,1875
GCA_028937265_3.blastn.txt,end,PA2402,1631,1880,1880
GCA_025235705_1.blastn.txt,end,PA2402,1748,1895,1895
GCA_028568195_1.blastn.txt,beg,PA2402,1916,2340,1916
GCA_963454075_1.blastn.txt,beg,PA2402,1954,2124,1954
GCA_025235705_1.blastn.txt,end,PA2402,2170,1954,1954
GCA_025235705_1.blastn.txt,end,PA2402,2170,1954,1954
GCA_023074245_1.blastn.txt,end,PA2402,2448,1956,1956
GCA_023074245_1.blastn.txt,end,PA2402,2448,1956,1956
GCA_002312095_1.blastn.txt,end,PA2402,1720,1969,1969
GCA_004372495_1.blastn.txt,end,PA2402,2221,1972,1972
GCA_004370515_1.blastn.txt,beg,PA2402,1975,1726,1975
GCA_002312095_1.blastn.txt,end,PA2402,1726,1975,1975
